9.758208	6.432971	1.000000
5.129754	0.475157	1.000000
6.866088	-6.620123	1.000000
-1.333835	6.953498	1.000000
4.277948	-4.541316	0.000000
-8.557021	-1.935512	0.000000
4.415939	-0.051112	1.000000
-0.843877	-9.109770	0.000000
-9.087588	7.156284	0.000000
-0.594080	-2.676013	0.000000
-3.756237	-6.546627	0.000000
0.783398	-1.692505	0.000000
2.576511	-1.307845	1.000000
4.780918	-0.461759	1.000000
8.629919	-6.016798	1.000000
-8.072317	-6.731477	0.000000
-0.104613	-7.215165	0.000000
6.291952	-6.876484	0.000000
5.811017	-7.347295	0.000000
-5.895634	7.046730	1.000000
0.141566	0.325043	1.000000
7.229349	-4.397388	1.000000
9.865455	-4.329397	1.000000
-5.715816	-7.806299	0.000000
-4.121553	1.706407	0.000000
6.733410	-2.677929	1.000000
5.699591	0.279748	1.000000
4.897988	-2.769715	1.000000
-1.699709	-0.385277	0.000000
-9.174324	-2.302935	0.000000
-0.411924	-8.747886	0.000000
-9.732214	2.249032	0.000000
-6.031854	-0.360309	0.000000
-4.046172	-8.326214	0.000000
4.690753	6.411949	1.000000
7.332832	-8.012004	0.000000
0.400836	3.317572	1.000000
-6.260824	6.764846	1.000000
1.899746	4.159876	1.000000
7.842092	-5.543873	1.000000
-0.558756	5.700233	1.000000
2.065406	1.457990	1.000000
2.552019	-0.376749	1.000000
-2.292480	-3.189954	0.000000
2.750392	-0.716579	1.000000
4.541942	-9.358484	0.000000
-0.252051	-0.231225	0.000000
-6.795324	6.594367	0.000000
-3.134836	-0.377917	0.000000
1.042849	-1.492867	0.000000
9.766150	-0.195582	1.000000
-3.337493	-6.407991	0.000000
4.090634	4.018176	1.000000
8.494255	0.863136	1.000000
8.237323	-9.152097	0.000000
-8.476534	5.958700	0.000000
8.389777	1.915593	1.000000
-6.084156	7.450727	1.000000
-5.149174	-8.152904	0.000000
1.003892	5.556569	1.000000
-9.456988	-6.166137	0.000000
2.162950	-9.900114	0.000000
-9.221024	-9.327894	0.000000
-6.824092	5.441399	0.000000
3.565817	-9.987831	0.000000
1.330563	6.592155	1.000000
6.585410	-6.380219	1.000000
-1.559864	-2.960325	0.000000
4.824280	2.217446	1.000000
2.603798	5.883301	1.000000
0.672490	-9.550336	0.000000
